place_id	name	formatted_address	latitude	longitude	formatted_phone_number	international_phone_number	website	permanently_closed	opening_hours	price_level	rating	url	utc_offset	vicinity
ChIJy2EuZE-IxIkR9cSxk-ckvgs	Pocono Ambulatory Surgery Center	One Veterans Plaza, 1 Storm St, Stroudsburg, PA 18360, USA	4.098.542.510.000.000	-751.896.032	(570) 421-4978	+1 570-421-4978	http://www.poconohealthsystem.org/news/?sid=1&nid=431				5	https://maps.google.com/?cid=846154357026178293	-240	One Veterans Plaza, 1 Storm St, Stroudsburg
ChIJIdezyByDw4kRa6gNAEjNenU	Center For Healthier Living	108 Bilby Rd # 101, Hackettstown, NJ 07840, USA	40.866.614	-7.481.551.499.999.990	(908) 850-6935	+1 908-850-6935	http://www.hrmcnjhealthierliving.org/		{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}			https://maps.google.com/?cid=8465304158718503019	-240	108 Bilby Road # 101, Hackettstown
ChIJP0mou2stw4kR8F1SKJT_Fi0	Middletown Medical	111 Maltese Dr, Middletown, NY 10940, USA	414.570.032	-7.438.633.560.000.000	(845) 342-4774	+1 845-342-4774	https://middletownmedical.com/		{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}		3.8	https://maps.google.com/?cid=3249065192991120880	-240	111 Maltese Drive, Middletown
ChIJDTu8p3lkxIkRxrrdh8GlqAI	LVHN ExpressCare	1309 Blue Valley Dr, Pen Argyl, PA 18072, USA	4.087.960.270.000.000	-752.100.885								https://maps.google.com/?cid=191585234789972678	-240	1309 Blue Valley Drive, Pen Argyl
ChIJC9MuES8c6IkRSf6te6uuIf4	Fairfield County Bariatrics & Surgical Specialists, P.C.	148 East Ave #3a, Norwalk, CT 06851, USA	411.100.579	-7.340.938.609.999.990	(203) 899-0744	+1 203-899-0744	https://www.endtheweight.com/norwalk.htm		{u'weekday_text': [u'Monday: 9:00 AM \u2013 5:00 PM', u'Tuesday: 9:00 AM \u2013 5:00 PM', u'Wednesday: 9:00 AM \u2013 5:00 PM', u'Thursday: 9:00 AM \u2013 5:00 PM', u'Friday: 9:00 AM \u2013 5:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0900'}}, {u'close': {u'day': 2, u'time': u'1700'}, u'open': {u'day': 2, u'time': u'0900'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0900'}}, {u'close': {u'day': 4, u'time': u'1700'}, u'open': {u'day': 4, u'time': u'0900'}}, {u'close': {u'day': 5, u'time': u'1700'}, u'open': {u'day': 5, u'time': u'0900'}}]}			https://maps.google.com/?cid=18312109611402788425	-240	148 East Avenue #3a, Norwalk
ChIJTzBdY8O3xokRJZrslHMrqcE	St. Christopher's Hospital for Children	160 E Erie Ave, Philadelphia, PA 19134, USA	400.065.845	-751.244.902	(215) 427-5000	+1 215-427-5000	http://www.stchristophershospital.com/		{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: 12:00 AM \u2013 11:59 PM', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'close': {u'day': 6, u'time': u'2359'}, u'open': {u'day': 0, u'time': u'0000'}}]}		3.6	https://maps.google.com/?cid=13954732695803959845	-240	160 East Erie Avenue, Philadelphia
ChIJe3zHvHkP3YkRBObPKTi9IvA	Health Quest Medical Practice, P.C. Obstetrics & Gynecology	334 Plaza Rd, Kingston, NY 12401, USA	419.372.015	-74.020.051	(845) 338-5575	+1 845-338-5575	http://www.healthquest.org/medical-practice/hqmp-home.aspx		{u'weekday_text': [u'Monday: 9:00 AM \u2013 5:00 PM', u'Tuesday: 9:00 AM \u2013 5:00 PM', u'Wednesday: 9:00 AM \u2013 5:00 PM', u'Thursday: 9:00 AM \u2013 5:00 PM', u'Friday: 9:00 AM \u2013 5:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0900'}}, {u'close': {u'day': 2, u'time': u'1700'}, u'open': {u'day': 2, u'time': u'0900'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0900'}}, {u'close': {u'day': 4, u'time': u'1700'}, u'open': {u'day': 4, u'time': u'0900'}}, {u'close': {u'day': 5, u'time': u'1700'}, u'open': {u'day': 5, u'time': u'0900'}}]}			https://maps.google.com/?cid=17303600767228175876	-240	334 Plaza Road, Kingston
ChIJ0QMhlKQP3YkRdJYexhp4ZaY	Mid Hudson Plastic Surgery	117 Marys Ave Ste 204, Kingston, NY 12401, USA	419.223.867	-7.399.987.159.999.990	(845) 338-0789	+1 845-338-0789	http://doctorofplasticsurgery.com/		{u'weekday_text': [u'Monday: 9:00 AM \u2013 4:00 PM', u'Tuesday: 9:00 AM \u2013 4:00 PM', u'Wednesday: 9:00 AM \u2013 1:00 PM', u'Thursday: 9:00 AM \u2013 4:00 PM', u'Friday: 9:00 AM \u2013 1:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1600'}, u'open': {u'day': 1, u'time': u'0900'}}, {u'close': {u'day': 2, u'time': u'1600'}, u'open': {u'day': 2, u'time': u'0900'}}, {u'close': {u'day': 3, u'time': u'1300'}, u'open': {u'day': 3, u'time': u'0900'}}, {u'close': {u'day': 4, u'time': u'1600'}, u'open': {u'day': 4, u'time': u'0900'}}, {u'close': {u'day': 5, u'time': u'1300'}, u'open': {u'day': 5, u'time': u'0900'}}]}		1	https://maps.google.com/?cid=11990121639332189812	-240	117 Marys Avenue Ste 204, Kingston
ChIJk4qjA9VEy4kR5GOFwVdFqQA	Bruce Rothschild, MD	None, Lake Ariel, PA 18436, USA	4.147.010.299.999.990	-754.287.736	(888) 452-4762	+1 888-452-4762	http://www.irmcdocs.org/					https://maps.google.com/?cid=47645514275316708	-240	None, Lake Ariel
ChIJUYe7qIWEw4kRgz8CCIHIg8o	Health Village	Heath Vil, Hackettstown, NJ 07840, USA	408.229.882	-748.188.418								https://maps.google.com/?cid=14592727674121240451	-240	Heath Vil, Hackettstown
ChIJ9RKzeXg-3YkRVotWo0XA3uc	CareMount Medical Urgent Care	30 Columbia St, Poughkeepsie, NY 12601, USA	4.169.682.119.999.990	-739.357.902	(844) 484-6564	+1 844-484-6564	http://www.caremountmedical.com/directory/locations/show/poughkeepsie-columbia-campus/		{u'weekday_text': [u'Monday: 8:00 AM \u2013 6:30 PM', u'Tuesday: 8:00 AM \u2013 6:30 PM', u'Wednesday: 8:00 AM \u2013 6:30 PM', u'Thursday: 8:00 AM \u2013 6:30 PM', u'Friday: 8:00 AM \u2013 6:30 PM', u'Saturday: 8:00 AM \u2013 4:30 PM', u'Sunday: 8:00 AM \u2013 4:30 PM'], u'open_now': False, u'periods': [{u'close': {u'day': 0, u'time': u'1630'}, u'open': {u'day': 0, u'time': u'0800'}}, {u'close': {u'day': 1, u'time': u'1830'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'1830'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'1830'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'1830'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'1830'}, u'open': {u'day': 5, u'time': u'0800'}}, {u'close': {u'day': 6, u'time': u'1630'}, u'open': {u'day': 6, u'time': u'0800'}}]}			https://maps.google.com/?cid=16708003072916753238	-240	30 Columbia Street, Poughkeepsie
ChIJHW_WX3aDw4kRM5oBSEgoQJU	Understanding Women Ob/Gyn	108 Bilby Rd #305, Hackettstown, NJ 07840, USA	408.664.234	-748.154.953	(908) 813-8877	+1 908-813-8877	http://www.understandingwomenobgyn.com/				5	https://maps.google.com/?cid=10754640201071565363	-240	108 Bilby Road #305, Hackettstown
ChIJr2xQ2ng-3YkRo31XX4m6_aw	HQMP	21 Reade Pl, Poughkeepsie, NY 12601, USA	4.169.429	-73.933.554								https://maps.google.com/?cid=12465324442804256163	-240	21 Reade Place, Poughkeepsie
ChIJh4G4xdPexIkRfEut81CQ76g	Regional Hospital Surgery Center	415 Adams Ave, Scranton, PA 18510, USA	414.104.231	-756.589	(570) 504-8100	+1 570-504-8100						https://maps.google.com/?cid=12173106995165743996	-240	415 Adams Avenue, Scranton
ChIJh0jis3g-3YkRC7GRA-IPY04	Sara Winterleitner, Np	45 Reade Pl, Poughkeepsie, NY 12601, USA	416.940.604	-739.349.423	(845) 483-6500	+1 845-483-6500	http://www.healthquest.org/medical-practice/hqmp-home.aspx					https://maps.google.com/?cid=5648375821049639179	-240	45 Reade Place, Poughkeepsie
ChIJ98nlp6gP3YkREkOSj8hgf8Y	Janet Tamai, Do	365 Broadway, Kingston, NY 12401, USA	4.192.585.709.999.990	-739.943.299	(845) 331-5165	+1 845-331-5165	http://www.healthquest.org/medical-practice/hqmp-home.aspx		{u'weekday_text': [u'Monday: 8:30 AM \u2013 5:00 PM', u'Tuesday: 8:30 AM \u2013 5:00 PM', u'Wednesday: 8:30 AM \u2013 5:00 PM', u'Thursday: 8:30 AM \u2013 5:00 PM', u'Friday: 8:30 AM \u2013 5:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0830'}}, {u'close': {u'day': 2, u'time': u'1700'}, u'open': {u'day': 2, u'time': u'0830'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0830'}}, {u'close': {u'day': 4, u'time': u'1700'}, u'open': {u'day': 4, u'time': u'0830'}}, {u'close': {u'day': 5, u'time': u'1700'}, u'open': {u'day': 5, u'time': u'0830'}}]}		3	https://maps.google.com/?cid=14303257356070437650	-240	365 Broadway, Kingston
ChIJJ06Wm1vGxokRjdb-dePPNJs	Children's Hospital of Philadelphia	3401 Civic Center Blvd, Philadelphia, PA 19104, USA	399.489.145	-7.519.395.949.999.990	(215) 590-1000	+1 215-590-1000	http://www.chop.edu/				4.4	https://maps.google.com/?cid=11183792350511945357	-240	3401 Civic Center Boulevard, Philadelphia
ChIJeZChTeKCw4kR_Uxias25Iqc	St Jude Medical	999 Willow Grove St # 1, Hackettstown, NJ 07840, USA	40.871.897	-7.481.186.400.000.000	(908) 979-3200	+1 908-979-3200						https://maps.google.com/?cid=12043392645446388989	-240	999 Willow Grove Street # 1, Hackettstown
ChIJbywXxDYO3YkR8gHZVoFMmEc	Family Health Center of Port Ewen	213 Broadway, Port Ewen, NY 12466, USA	419.040.642	-739.752.584	(845) 331-2355	+1 845-331-2355	http://www.institute.org/		{u'weekday_text': [u'Monday: 8:00 AM \u2013 5:00 PM', u'Tuesday: 8:00 AM \u2013 5:00 PM', u'Wednesday: 8:00 AM \u2013 5:00 PM', u'Thursday: 8:00 AM \u2013 5:00 PM', u'Friday: 8:00 AM \u2013 5:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'1700'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'1700'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'1700'}, u'open': {u'day': 5, u'time': u'0800'}}]}		4.5	https://maps.google.com/?cid=5158957491544457714	-240	213 Broadway, Port Ewen
ChIJFRCxVc76wokRvGJOZS0WE64	Bergen Regional Medical Center	230 E Ridgewood Ave, Paramus, NJ 07652, USA	4.095.630.680.000.000	-740.622.345	(201) 967-4000	+1 201-967-4000	http://www.bergenregional.com/				2.4	https://maps.google.com/?cid=12543393771385938620	-240	230 East Ridgewood Avenue, Paramus
ChIJcx2iqzH_54kRCgomwZD3iws	Danbury Surgical Center	73 Sand Pit Rd # 101, Danbury, CT 06810, USA	4.141.326.400.000.000	-7.343.158	(203) 743-2400	+1 203-743-2400	http://www.danburysurgicalcenter.com/					https://maps.google.com/?cid=832030757267835402	-240	73 Sand Pit Road # 101, Danbury
ChIJD6vXtmvWwokRa0EMU2GvuTw	Women's Urgent Care	600 NY-208, Monroe, NY 10950, USA	41.357.511	-74.190.382	(845) 782-3729	+1 845-782-3729			{u'weekday_text': [u'Monday: 9:00 AM \u2013 5:00 PM', u'Tuesday: 9:00 AM \u2013 5:00 PM', u'Wednesday: 7:30 AM \u2013 4:00 PM', u'Thursday: 9:00 AM \u2013 5:00 PM', u'Friday: 9:00 AM \u2013 4:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0900'}}, {u'close': {u'day': 2, u'time': u'1700'}, u'open': {u'day': 2, u'time': u'0900'}}, {u'close': {u'day': 3, u'time': u'1600'}, u'open': {u'day': 3, u'time': u'0730'}}, {u'close': {u'day': 4, u'time': u'1700'}, u'open': {u'day': 4, u'time': u'0900'}}, {u'close': {u'day': 5, u'time': u'1600'}, u'open': {u'day': 5, u'time': u'0900'}}]}			https://maps.google.com/?cid=4375721345507148139	-240	600 New York 208, Monroe
ChIJxVXYhqgP3YkRkVNGozPfcDI	OB/GYN and Specialty Care Center of Kingston	1 Foxhall Ave, Kingston, NY 12401, USA	4.192.630.529.999.990	-739.945.426	(845) 338-8444	+1 845-338-8444	http://www.institute.org/		{u'weekday_text': [u'Monday: 8:00 AM \u2013 5:00 PM', u'Tuesday: 8:00 AM \u2013 7:00 PM', u'Wednesday: 8:00 AM \u2013 5:00 PM', u'Thursday: 8:00 AM \u2013 7:00 PM', u'Friday: 8:00 AM \u2013 5:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'1900'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'1900'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'1700'}, u'open': {u'day': 5, u'time': u'0800'}}]}		1	https://maps.google.com/?cid=3634650312163611537	-240	1 Foxhall Avenue, Kingston
ChIJP-IDtH8-3YkRXGnDDxb06BU	Wound Care Center	21 Fox St Ste 104, Poughkeepsie, NY 12601, USA	41.690.183	-7.393.339.139.999.990	(845) 431-2400	+1 845-431-2400	http://www.healthquest.org/					https://maps.google.com/?cid=1578780044984281436	-240	21 Fox Street Ste 104, Poughkeepsie
ChIJLZGAqoY_xIkRMrsJelFkxdc	Mind Of the Athlete	3400 Bath Pike #302, Bethlehem, PA 18017, USA	406.621.438	-753.818.455	(610) 867-7770	+1 610-867-7770	http://mindoftheathlete.com/					https://maps.google.com/?cid=15547943589669092146	-240	3400 Bath Pike #302, Bethlehem
ChIJC1tMnng-3YkRLXH9npUhur4	Health Quest Medical Practice, P.C. Cardiothoracic	1 Columbia St, Poughkeepsie, NY 12601, USA	416.952.728	-739.358.597	(845) 483-0100	+1 845-483-0100	http://www.healthquest.org/medical-practice/hqmp-home.aspx					https://maps.google.com/?cid=13743334139375743277	-240	1 Columbia Street, Poughkeepsie
ChIJl8B_7JwP3YkRxexyDgI6nZU	Metropolitan X-Ray	167 Fair St, Kingston, NY 12401, USA	41.929.767	-7.401.641.699.999.990	(845) 331-8796	+1 845-331-8796						https://maps.google.com/?cid=10780836863501593797	-240	167 Fair Street, Kingston
ChIJlRUFBlIt3YkRbLnats7Cc7Q	St Lukes Cornwall Hospital	19 Laurel Ave, Cornwall, NY 12518, USA	414.354.039	-7.404.234.919.999.990	(845) 534-7711	+1 845-534-7711	http://stlukescornwallhospital.org/		{u'weekday_text': [u'Monday: 8:00 AM \u2013 4:00 PM', u'Tuesday: 8:00 AM \u2013 4:00 PM', u'Wednesday: 8:00 AM \u2013 4:00 PM', u'Thursday: 8:00 AM \u2013 4:00 PM', u'Friday: 8:00 AM \u2013 4:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1600'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'1600'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'1600'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'1600'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'1600'}, u'open': {u'day': 5, u'time': u'0800'}}]}		1	https://maps.google.com/?cid=13002950742235593068	-240	19 Laurel Avenue, Cornwall
ChIJycDAbuYt3YkRea8Fva-yBhM	Laser & Cosmetic Surgery Specialists, PC	200 Stony Brook Ct, Newburgh, NY 12550, USA	41.502.239	-7.404.862	(845) 863-1772	+1 845-863-1772	https://www.yourfacemd.com/contact-us/locations		{u'weekday_text': [u'Monday: 8:30 AM \u2013 5:00 PM', u'Tuesday: 8:30 AM \u2013 5:00 PM', u'Wednesday: 8:30 AM \u2013 5:00 PM', u'Thursday: 8:30 AM \u2013 8:00 PM', u'Friday: 8:30 AM \u2013 5:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1700'}, u'open': {u'day': 1, u'time': u'0830'}}, {u'close': {u'day': 2, u'time': u'1700'}, u'open': {u'day': 2, u'time': u'0830'}}, {u'close': {u'day': 3, u'time': u'1700'}, u'open': {u'day': 3, u'time': u'0830'}}, {u'close': {u'day': 4, u'time': u'2000'}, u'open': {u'day': 4, u'time': u'0830'}}, {u'close': {u'day': 5, u'time': u'1700'}, u'open': {u'day': 5, u'time': u'0830'}}]}		4.8	https://maps.google.com/?cid=1370979604441182073	-240	200 Stony Brook Court, Newburgh
ChIJXUYwHqY-3YkRqEGbrJjuAIY	CareMount Medical	2507 South Rd, Poughkeepsie, NY 12601, USA	4.165.927.860.000.000	-739.313.516	(845) 471-3111	+1 845-471-3111	http://www.caremountmedical.com/directory/locations/show/poughkeepsie-oakwood-campus/		{u'weekday_text': [u'Monday: 8:30 AM \u2013 5:30 PM', u'Tuesday: 8:30 AM \u2013 7:00 PM', u'Wednesday: 8:30 AM \u2013 7:00 PM', u'Thursday: Closed', u'Friday: 8:30 AM \u2013 5:30 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1730'}, u'open': {u'day': 1, u'time': u'0830'}}, {u'close': {u'day': 2, u'time': u'1900'}, u'open': {u'day': 2, u'time': u'0830'}}, {u'close': {u'day': 3, u'time': u'1900'}, u'open': {u'day': 3, u'time': u'0830'}}, {u'close': {u'day': 5, u'time': u'1730'}, u'open': {u'day': 5, u'time': u'0830'}}]}		3.5	https://maps.google.com/?cid=9655979940580639144	-240	2507 South Road, Poughkeepsie
ChIJB044dPfTw4kR6T8_14ytpTE	Heart Specialists of Central Jersey	901 W Main St #205, Freehold, NJ 07728, USA	402.379.206	-743.118.983	(732) 866-0800	+1 732-866-0800	http://www.heartspecialistsofcentraljersey.com/					https://maps.google.com/?cid=3577456299434000361	-240	901 West Main Street #205, Freehold
ChIJr2xQ2ng-3YkRrmL-85fi7gg	James A Wing, Md	21 Reade Pl #3100, Poughkeepsie, NY 12601, USA	4.169.429	-73.933.554	(845) 214-1800	+1 845-214-1800	http://www.healthquest.org/medical-practice/hqmp-home.aspx					https://maps.google.com/?cid=643700939022033582	-240	21 Reade Place #3100, Poughkeepsie
ChIJ3c39m7JIw4kR8lcxIw1GOOg	Crystal Run Healthcare Port Jervis	56-58 Church St, Port Jervis, NY 12771, USA	41.374.326	-74.685.042	(845) 856-4346	+1 845-856-4346	http://www.crystalrunhealthcare.com/locations/port-jervis-church-st		{u'weekday_text': [u'Monday: 7:30 AM \u2013 6:00 PM', u'Tuesday: 7:30 AM \u2013 6:00 PM', u'Wednesday: 7:30 AM \u2013 6:00 PM', u'Thursday: 7:30 AM \u2013 6:00 PM', u'Friday: 7:30 AM \u2013 6:00 PM', u'Saturday: Closed', u'Sunday: Closed'], u'open_now': False, u'periods': [{u'close': {u'day': 1, u'time': u'1800'}, u'open': {u'day': 1, u'time': u'0730'}}, {u'close': {u'day': 2, u'time': u'1800'}, u'open': {u'day': 2, u'time': u'0730'}}, {u'close': {u'day': 3, u'time': u'1800'}, u'open': {u'day': 3, u'time': u'0730'}}, {u'close': {u'day': 4, u'time': u'1800'}, u'open': {u'day': 4, u'time': u'0730'}}, {u'close': {u'day': 5, u'time': u'1800'}, u'open': {u'day': 5, u'time': u'0730'}}]}		4	https://maps.google.com/?cid=16733201437734033394	-240	56-58 Church Street, Port Jervis
ChIJ1-ECnOTIxokRNIzSEkHxbwk	Cooper University Health Care	1 Cooper Plaza, Camden, NJ 08103, USA	399.416.306	-7.511.688.930.000.000	(856) 342-2000	+1 856-342-2000	http://www.cooperhealth.org/		{u'weekday_text': [u'Monday: Open 24 hours', u'Tuesday: Open 24 hours', u'Wednesday: Open 24 hours', u'Thursday: Open 24 hours', u'Friday: Open 24 hours', u'Saturday: Open 24 hours', u'Sunday: Open 24 hours'], u'open_now': True, u'periods': [{u'open': {u'day': 0, u'time': u'0000'}}]}		3.2	https://maps.google.com/?cid=680027330547190836	-240	1 Cooper Plaza, Camden
ChIJp_jwOrw53YkRIPoE56MwR6s	Health Quest Urgent Medical Care Practice, P.C.	1530 U.S. 9, Wappingers Falls, NY 12590, USA	4.159.349.299.999.990	-73.908.665	(845) 297-2511	+1 845-297-2511	http://www.healthquest.org/medical-practice/hqmp-home.aspx		{u'weekday_text': [u'Monday: 8:00 AM \u2013 8:00 PM', u'Tuesday: 8:00 AM \u2013 8:00 PM', u'Wednesday: 8:00 AM \u2013 8:00 PM', u'Thursday: 8:00 AM \u2013 8:00 PM', u'Friday: 8:00 AM \u2013 8:00 PM', u'Saturday: 8:00 AM \u2013 8:00 PM', u'Sunday: 8:00 AM \u2013 8:00 PM'], u'open_now': False, u'periods': [{u'close': {u'day': 0, u'time': u'2000'}, u'open': {u'day': 0, u'time': u'0800'}}, {u'close': {u'day': 1, u'time': u'2000'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'2000'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'2000'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'2000'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'2000'}, u'open': {u'day': 5, u'time': u'0800'}}, {u'close': {u'day': 6, u'time': u'2000'}, u'open': {u'day': 6, u'time': u'0800'}}]}		1.9	https://maps.google.com/?cid=12341886784345799200	-240	1530 U.S. 9, Wappingers Falls
ChIJh0jis3g-3YkRifcdRv6YZzI	Cliff Connery, Md	Dyson Center for Cancer, 45 Reade Place, 3rd Floor, Poughkeepsie, NY 12601, USA	416.940.604	-739.349.423	(845) 483-6920	+1 845-483-6920	http://www.healthquest.org/medical-practice/hqmp-home.aspx					https://maps.google.com/?cid=3632039842363078537	-240	Dyson Center for Cancer, 45 Reade Place, 3rd Floor, Poughkeepsie
ChIJuxApung-3YkRd2vhTh6edrU	Mid-hudson Valley Radiation Oncology Assocs	45 Reade Pl, Poughkeepsie, NY 12601, USA	416.937.872	-739.361.658	(845) 431-5645	+1 845-431-5645						https://maps.google.com/?cid=13075812421126417271	-240	45 Reade Place, Poughkeepsie
ChIJZQ1cCpxOxIkRPPOr66ItB0g	Lehigh Gastroenterology Associates	135 Lafayette Ave, Palmerton, PA 18071, USA	408.030.053	-756.150.195	(610) 826-6255	+1 610-826-6255	http://lehighgastroassociates.com/				3	https://maps.google.com/?cid=5190167273329652540	-240	135 Lafayette Avenue, Palmerton
ChIJRTZ6kpIP3YkRkgx1bAf8JdM	Ulster Co Infirmary	Kingston, NY 12401, USA	4.191.593.839.999.990	-74.022.671								https://maps.google.com/?cid=15214844024955669650	-240	Kingston
ChIJ3cv5FqK0xIkRoP79U90q-NY	Women's Health Care Center	110 Park St, Honesdale, PA 18431, USA	4.157.789	-75.254.576	(570) 253-3005	+1 570-253-3005	http://www.wmh.org/community_health_centers/womens_health_center/				5	https://maps.google.com/?cid=15490178048426114720	-240	110 Park Street, Honesdale
ChIJTzzTk7453YkRb--sQXBS4GA	Jaime White, Pa	1530 U.S. 9, Wappingers Falls, NY 12590, USA	415.918.146	-739.086.044	(845) 297-2511	+1 845-297-2511	http://www.healthquest.org/medical-practice/hqmp-home.aspx		{u'weekday_text': [u'Monday: 8:00 AM \u2013 8:00 PM', u'Tuesday: 8:00 AM \u2013 8:00 PM', u'Wednesday: 8:00 AM \u2013 8:00 PM', u'Thursday: 8:00 AM \u2013 8:00 PM', u'Friday: 8:00 AM \u2013 8:00 PM', u'Saturday: 8:00 AM \u2013 8:00 PM', u'Sunday: 8:00 AM \u2013 8:00 PM'], u'open_now': False, u'periods': [{u'close': {u'day': 0, u'time': u'2000'}, u'open': {u'day': 0, u'time': u'0800'}}, {u'close': {u'day': 1, u'time': u'2000'}, u'open': {u'day': 1, u'time': u'0800'}}, {u'close': {u'day': 2, u'time': u'2000'}, u'open': {u'day': 2, u'time': u'0800'}}, {u'close': {u'day': 3, u'time': u'2000'}, u'open': {u'day': 3, u'time': u'0800'}}, {u'close': {u'day': 4, u'time': u'2000'}, u'open': {u'day': 4, u'time': u'0800'}}, {u'close': {u'day': 5, u'time': u'2000'}, u'open': {u'day': 5, u'time': u'0800'}}, {u'close': {u'day': 6, u'time': u'2000'}, u'open': {u'day': 6, u'time': u'0800'}}]}			https://maps.google.com/?cid=6980670064515936111	-240	1530 U.S. 9, Wappingers Falls
